Date,open,high,low,close,volume
2010-01-04,17.917319513162756,18.138626275310738,17.823690915577487,17.900297164916992,9389900
2010-01-05,17.866252909183444,18.32589050009363,17.747088329389975,18.240772247314453,13747600
2010-01-06,18.3258805774745,18.52165131641884,18.1301082150354,18.40248680114746,11170800
2010-01-07,18.385477310398517,18.419523645783727,17.925839606477936,17.976911544799805,10261800
2010-01-08,17.993930004416463,18.25779675812143,17.925835724894853,18.181190490722656,12276000
2010-01-11,18.283333083446596,18.359939359163217,17.91732568246627,18.04500389099121,7378200
2010-01-12,18.113090421700345,18.121602406856816,17.24488741768242,17.330005645751953,13538600
2010-01-13,17.47470474492108,17.772616084028705,16.95548505648487,17.61089324951172,15758200
2010-01-14,17.53429019962281,17.568336520210913,17.253401154915785,17.36405372619629,9129100
2010-01-15,17.52578126756538,17.5342932550695,16.632043685075818,16.66609001159668,15970300
2010-01-19,16.810789121195928,17.364055273903283,16.734182863675397,17.321496963500977,11612300
2010-01-20,17.151257455722053,17.278933987949227,16.69162161500519,16.998044967651367,10963900
2010-01-21,17.364054152604616,17.61940886901513,16.955488554542242,17.06614112854004,12628700
2010-01-22,17.015068867731372,17.066139155711653,15.968119034912116,16.010677337646484,18306900
2010-01-25,16.22348234579951,16.504371542356246,16.078781752209906,16.121341705322266,13255400
2010-01-26,16.06174924912195,16.359660615252906,15.900024776440013,16.010677337646484,14048100
2010-01-27,16.002177130509622,16.342650296964344,15.925570830406947,16.22348403930664,9173900
2010-01-28,16.20645618732276,16.223478541079423,15.54253568593806,15.746818542480469,13266100
2010-01-29,15.959609116644817,16.036215370284346,14.682840387313233,14.836052894592285,20411400
2010-02-01,14.912656264242003,15.806393552534232,14.912656264242003,15.789369583129883,16483500
2010-02-02,15.687233291314035,15.976634356121979,15.610627031600432,15.86598014831543,10445100
2010-02-03,15.746809919018158,16.180911360253727,15.712761983158927,16.138351440429688,10463300
2010-02-04,16.04472472077069,16.04472472077069,15.253127978871067,15.304198265075684,11331200
2010-02-05,15.431875368255668,15.534017567971995,14.96372754300253,15.465923309326172,13340200
2010-02-08,15.585092622347208,15.883005703841762,15.2190852613821,15.380809783935547,9815200
2010-02-09,15.644672491690278,15.755326693382196,15.304201147052513,15.525507926940918,13912800
2010-02-10,15.559550212029002,15.712761043750817,15.168007090531455,15.542526245117188,9385400
2010-02-11,15.619135519698984,16.40222029196304,15.380804806924653,16.27454376220703,14689800
2010-02-12,16.214962958506796,16.75971874537396,16.044728094200874,16.504364013671875,15844800
2010-02-16,16.742694270070317,17.185307826291215,16.640552055751872,17.07465362548828,12889200
2010-02-17,17.193822270984295,17.244892573697353,16.904421183117552,17.015073776245117,7134200
2010-02-18,16.895904391267706,17.100187167530223,16.75971587375936,16.998044967651367,6988700
2010-02-19,16.929954263757523,17.432150136328612,16.929954263757523,17.057632446289062,11913800
2010-02-22,17.31298140766565,17.34702772426978,16.92995019902454,16.989532470703125,8365000
2010-02-23,16.836324618828737,16.904418887698306,16.359663113246334,16.52989959716797,8424500
2010-02-24,16.74269157119414,16.87036810088952,16.257519784254587,16.41073226928711,14756000
2010-02-25,16.15537708398803,16.35965984984672,15.755323537118311,16.334125518798828,11444800
2010-02-26,16.266033513688654,16.444780349731445,15.925560566662767,16.444780349731445,9181600
2010-03-01,16.59799473826342,17.21935517728769,16.52990046581549,17.091678619384766,12376200
2010-03-02,17.52577910822018,17.730061912662592,17.253402035630298,17.347030639648438,13891400
2010-03-03,17.491728222701408,17.534288147825496,16.861855942321135,16.989532470703125,14581100
2010-03-04,17.100194771357337,17.193825027588947,16.88739991519161,17.134241104125977,25577800
2010-03-05,16.72566938608984,17.37256571221715,16.623528800830197,17.36405372619629,38196500
2010-03-08,17.4236395014033,17.542805706114137,17.15977437578584,17.25340461730957,11320000
2010-03-09,17.176789879120467,17.576843364092436,17.11720761790069,17.27042007446289,11833400
2010-03-10,17.23637340749322,17.661962874344905,17.23637340749322,17.56833267211914,12199400
2010-03-11,17.483223341007978,17.491733705205093,17.202332617633708,17.457687377929688,9462500
2010-03-12,17.457687967313806,17.500246283718777,17.040610297261413,17.261917114257812,10318300
2010-03-15,17.202336697010836,17.210848686722137,16.80228292155571,16.91293716430664,9587300
2010-03-16,16.972514472796973,17.406616079316105,16.853348275412245,17.372568130493164,10916000
2010-03-17,17.372556840150352,17.62790979638748,17.168274150461745,17.406604766845703,13969400
2010-03-18,17.508759530663337,17.661972078331083,17.14275213867835,17.287452697753906,8172700
2010-03-19,17.261914081156196,17.330008349536683,16.895906779800278,17.07465362548828,9935100
2010-03-22,17.01506483176244,17.593866703231246,16.938458606215406,17.50023651123047,10903600
2010-03-23,17.593875244396614,18.266306010811267,17.551316931096597,17.993928909301758,22673400
2010-03-24,17.8151856178606,17.93435021779409,17.644949083530545,17.678997039794922,10625000
2010-03-25,17.959879900457715,18.03648615175053,17.364053862290334,17.398101806640625,17256000
2010-03-26,17.415125641365947,17.610898091094853,17.023583988899098,17.04911994934082,13709400
2010-03-29,17.159777431868644,17.44917857221431,17.159777431868644,17.415130615234375,7839400
2010-03-30,17.49173224847899,17.78964529893269,17.364055690711833,17.670480728149414,10353000
2010-03-31,17.398100783918558,17.568335625176985,17.10869976793446,17.38107681274414,11859800
2010-04-01,17.466196826528073,17.832204126631506,17.202330116898136,17.347030639648438,11053300
2010-04-05,17.45768760548076,17.857741291281254,17.338523023220116,17.840717315673828,9977900
2010-04-06,17.687501389707005,17.87476019779708,17.55131287046055,17.74708366394043,7554900
2010-04-07,17.704521831733384,17.7811280685025,17.45768077597349,17.61089324951172,6381400
2010-04-08,17.44065564745073,17.602380094710192,17.168278656378956,17.5598201751709,9318900
2010-04-09,17.636431212727103,17.857737984152156,17.474708344893518,17.849225997924805,7896100
2010-04-12,17.840716383828763,18.13862944741563,17.75559975722873,17.993928909301758,9372000
2010-04-13,18.010945373054255,18.036481324482555,17.670474138151462,17.823686599731445,10497300
2010-04-14,18.249282102230268,19.21962584942454,18.223746142332093,19.194089889526367,25509400
2010-04-15,19.21111348655644,19.466468210050884,19.160043191255717,19.21962547302246,16252100
2010-04-16,19.211113576587636,19.211113576587636,18.411004703481396,18.811059951782227,19562900
2010-04-19,18.606769523110437,18.649327814708855,18.044991631838563,18.40248680114746,17607800
2010-04-20,18.64082440271336,19.049390034497176,18.572730130749388,18.589754104614258,15945200
2010-04-21,18.85361922429184,19.13450829935956,18.189700477856597,18.52165985107422,13840800
2010-04-22,18.215233295780166,18.64082286635211,17.84071401909815,18.56421661376953,13804100
2010-04-23,18.57272918533472,19.074925024316343,18.504634916836977,18.879154205322266,17553000
2010-04-26,18.981295762533207,19.134508280326017,18.538683806515156,18.589754104614258,11023700
2010-04-27,18.811065840699765,19.15153729004584,18.206727597551545,18.232263565063477,18908500
2010-04-28,18.53868578549078,18.79403892674034,18.096072158728916,18.385473251342773,10139900
2010-04-29,18.3939803764481,18.61528713132314,18.22374391162261,18.57272720336914,8875100
2010-04-30,18.53017288652081,18.55570722529283,17.525781099599335,17.585363388061523,15122000
2010-05-03,17.781129099632036,17.91731761212026,17.534288029557803,17.696012496948242,9403800
2010-05-04,17.457691348714967,17.4662033383438,16.410740976808846,16.70865249633789,19914200
2010-05-05,16.470317314844028,17.02358345234619,16.342640763650515,16.52989959716797,17851100
2010-05-06,16.51287965837539,16.844840720775185,14.691356303472428,16.05324363708496,21144100
2010-05-07,15.91705506607329,16.393715064614135,15.431881455411409,16.05324363708496,24431700
2010-05-10,16.95548475973716,17.849222008408294,15.58508612984608,16.929948806762695,11487300
2010-05-11,16.700130824646255,17.100184325399347,16.478824114603615,16.60650062561035,9371900
2010-05-12,16.734176803771557,17.083160017879607,16.657570573992242,16.97250747680664,11963200
2010-05-13,16.78524987326088,17.100186828438307,16.274543754479346,16.41073226928711,14003600
2010-05-14,15.976629103952732,15.976629103952732,14.98926166278256,15.738298416137695,31964900
2010-05-17,15.746811863667482,16.027700875214716,15.261640082221813,15.814906120300293,14860400
2010-05-18,15.968116640461547,16.01918692078374,15.202055941648917,15.338244438171387,15574700
2010-05-19,15.32973205622779,15.959604242165883,15.099913365501825,15.755321502685547,22764400
2010-05-20,15.346761157573852,15.576578301684105,14.7934933933019,15.185036659240723,27444500
2010-05-21,15.36378247696352,16.768229324706972,15.27866586370238,16.444780349731445,30403800
2010-05-24,16.478831730930818,16.478831730930818,15.678722736128504,15.721281051635742,17770400
2010-05-25,15.040332787784452,15.865975821954368,14.853073994821866,15.789369583129883,21718600
2010-05-26,16.019190473122556,16.376685761644218,15.610624892953606,15.636160850524902,27477800
2010-05-27,16.0787754521294,16.393712487775534,16.01068117732693,16.38520050048828,14978500
2010-05-28,16.555437452344204,16.58097179140924,15.823422760561673,16.15538215637207,15715300
2010-06-01,16.053238238264026,16.563944396055675,15.874489784240723,15.874489784240723,14599600
2010-06-02,16.01067523733849,16.63203709081718,15.772346175698143,16.615013122558594,14229200
2010-06-03,16.68310737209797,16.819295871176735,16.249005922473806,16.615013122558594,12357000
2010-06-04,16.2234720983087,16.623527287390583,15.942583079174383,16.010677337646484,10017500
