rank_60d,ticker,contract,exchange,last_date,last_close,volatility_20d_pct,volatility_60d_pct,volatility_126d_pct,atr_14_pct,mean_abs_return_60d_pct,max_abs_return_60d_pct,max_drawdown_126d_pct,avg_dollar_volume_20d_m,bybit_turnover_24h_usdt,bybit_open_interest_usdt,bybit_spread_bps,bybit_funding_rate_pct
90,CSCO,CSCOUSDT,NASDAQ,2026-08-21,111.04000091552734,42.431457200738926,39.86725712416109,38.54859813455335,3.430921471205918,1.8616892685443107,8.403290493637472,-15.38463985375934,2671.8541606542967,6658.2584,471099.6,6.342015855039019,0.0
91,GOOGL,GOOGLUSDT,NASDAQ,2026-08-21,344.82000732421875,38.864579493809515,38.06530170029643,35.63486037016701,2.7099169248761235,1.7521239255504097,7.13262420932762,-21.047203234359312,9349.00859669342,2194517.3446,11442920.96,0.2908710132489101,0.0
92,SPOT,SPOTUSDT,NYSE,2026-08-21,533.719970703125,44.833432538611,37.11306725133915,46.92157703474974,4.067841774419636,1.9196186830064184,4.851065670745269,-26.072650831154355,1081.8069294256593,258143.7831,109655.98,16.57957731392193,0.0
93,9992.HK,POPMARTUSDT,HKEX,2026-08-24,155.60000610351562,30.22521123568465,36.74582946308173,55.59218144469632,3.86241861262779,1.7883258484862965,7.368417273364947,-43.550951427218095,2067.6139310748017,250302.4727,111071.66,40.424456796360936,0.0
94,GME,GMESTOCKUSDT,NYSE,2026-08-21,18.209999084472656,50.460070934711275,36.74457282451339,38.42184146884152,2.761346718778852,1.4040532452568202,12.246776848545348,-32.34074520030072,137.34402186824798,93170.579,168182.95,16.415868673049296,0.0
95,NFLX,NFLXUSDT,NASDAQ,2026-08-21,79.58999633789062,32.07856596868853,36.375919429885215,39.630292109150695,2.953446900021074,1.648872720668187,7.262947729257152,-37.28546442160463,2521.4498380949785,342442.1132,635738.25,11.287389477645124,0.0
96,LLY,LLYUSDT,NYSE,2026-08-21,1255.4000244140625,40.015453730378816,35.20642597719527,36.04579868164924,3.3296302163102616,1.7402537057569518,7.132282407336654,-19.58793721047124,3409.0532964642334,131887.5092,1221250.35,2.9428490755884167,0.0
97,TTWO,TTWOUSDT,NASDAQ,2026-08-21,239.6199951171875,38.610642892452674,34.212282263030644,32.85376691586064,3.3996595104563188,1.6572226246629167,6.354347576493136,-13.190890696871737,555.1786440942383,61602.9117,332420.41,12.848942034691062,0.0
98,AAPL,AAPLUSDT,NASDAQ,2026-08-21,309.3500061035156,33.273229934102105,33.036848675493516,27.62366414228919,2.4631615048758757,1.488780958218128,7.353858440208272,-12.706222175450266,16681.964298505707,717056.3766,3543940.68,2.251998648800591,0.025879
99,SONY,SONYUSDT,NYSE,2026-08-21,23.920000076293945,34.11782686381675,32.626724087241804,32.623208358223124,2.1694929286842366,1.6242663232570633,6.244048626663501,-16.218559660601116,130.18070205302237,686710.1394,110747.36,20.733982998134234,0.0
100,GE,GEUSDT,NYSE,2026-08-21,348.3699951171875,33.993112722392716,31.618456193420823,36.94515284848179,2.859618835663258,1.5650817845162412,5.028122726731676,-20.851491484155847,1319.3025533122254,193236.4292,135396.8,13.835245287370098,0.0
101,VRTX,VRTXSTOCKUSDT,NASDAQ,2026-08-21,548.0499877929688,33.8671102764144,31.53692857551334,30.46652538913281,2.923139659762664,1.5636096135275965,6.029992906337678,-15.211254913322614,678.3780320481873,120921.3931,61559.37,11.012321162612514,0.301956
102,EBAY,EBAYUSDT,NASDAQ,2026-08-21,104.12999725341795,41.015927168548096,31.11500217224868,32.922295429269525,3.2267216102246845,1.5258700036343467,6.034562541794896,-14.912711365934939,505.13798887462616,17499.823,76567.26,36.517393811262295,0.0
103,GILD,GILDUSDT,NASDAQ,2026-08-21,146.1199951171875,28.77712029890564,30.980688274478176,26.70893759495471,2.775392765297704,1.5293205262078942,5.2079314622431205,-18.569681870918043,912.698386303482,437936.3524,71244.19,6.149431177616303,0.0
104,WMT,WMTUSDT,NYSE,2026-08-21,103.6999969482422,39.07221607289947,29.656900601233243,28.34613306374014,2.8882583020137744,1.2331233986744923,9.151364100162251,-22.62295123072614,2910.517770223427,10581.97,162827.09,23.970468382952205,0.0
